BCI-AV#	Blissymbol	English	Char	Char	5350	1497	212	34	4	1
23930		play_(instrument)		15681	8993					
23931		pop_music		15679	15671	15671	16161			
23932		punk_rock		15679	14660	17983				
23933		rainbow		23817	15671	13377				
23934		rap_(music)		17210	16713	16728				
23935		rattle		17717	24249	24922				
23936		rattle_(musical_instrument)		15681	24249	24922				
23937		recorder		23871	17775					
23938		recorder_(alto)		23937	23803					
23939		recorder_(bass)		23937	23809					
23940		recorder_(soprano)		23937	23952					
23941		recorder_(tenor)		23937	23966					
23942		reed	Y							
23943		rhythm_instrument		15681	20524					
23944		roe_deer		12381	15221					
23945		rotisserie,spit		15444	24249					
23946		saxophone_(1)		23837	15459					
23947		saxophone_(2)		23838	15459					
23948		sit_ski_(OLD)		8498	25609					
23949		small_pancake,blini		23603	15221					
23950		snowmobile		18010	17193					
23951		snowplow,snowplough		18010	15474	17193				
23952		soprano	Y	23955	26059					
23953		spray,vaporize		24940	8993					
23954		spray_bottle,vaporizer,spray_can		12880	24940					
23955		stave,staff	Y							
23956		storm		15671	17271		15671	18255		
23957		stressed_(for_time),pushed_(for_time),in_a_rush		24942	8998					
23958		string	Y	15214	26059					
23959		string_(for_musical_instrument)	Y	23819	26059					
23960		surprise		14164		14947				
23961		surprise		13135	23961	8993				
23962		surprised		23961	8998					
23963		synthesizer,synthesiser,keyboard		23922	23476					
23964		tambourine_(1)		23854	20524					
23965		tambourine_(2)		23943	13685	14667				
23966		tenor	Y	23955	26059					
23967		tornado		17271	24249					
23968		triangle_(instrument)_(1)		17776	14666					
23969		triangle_(instrument)_(2)		15681	23968					
23970		trombone		23823	12610					
23971		trumpet,horn,cornet_(2)		23823	8499	13685				
23972		tsunami		22624	14947					
23973		tuba_(1)		14895	12835					
23974		tuba_(2)		23823	23809					
23975		tuning_fork		14389	15682					
23976		twin_brother		12909	16713	12843				
23977		twin_sister		16994	16713	12843				
23978		twins		8498	16161	16713	12843			
23979		ukulele		23879	15221					
23980		unfold		25630	8993					
23981		wind_instrument		15681	18255					
23982		viola		23820	23803					
23983		violin		23820	23952					
23984		voice		17216	15666					
23985		woodwind_instrument		23981	14386					
23986		xylophone,vibraphone_(1)		23892	14666					
23987		xylophone,vibraphone_(2)		23921	23892					
24001		acrobat		16161	21798	16967				
24002		acrobatics		12335	21798	16967				
24003		adding,additive	Y	12339	9009					
24004		Advent		15212	12656	13181				
24005		agnosticism		13868	14451					
24006		agreement_(spoken)		15666	12354					
24007		agreement_(written),contract		15962	12354					
24008		aid_store_room		17270	12355					
24009		animal_droppings		18043	12378					
24010		ankle_splint		12355	25528	12391	9009			
24011		other,another_(thing)		17717						
24012		apricot_(dried)		12409	23857					
24013		Ascension_(of_Christ)		17983	14969					
24014		Ascension_Day		13639						
24015		asparagus	Y	16688	15214					
24016		assessment_room		16687	17528					
24017		at_one's_destination,there		13935	8998					
24018		auditor,accountant		16161	18045	15484				
24019		avalanche		17193	13869	15663				
24020		bark		16728	12380	8993				
24021		bean_(dried),chick-pea,kidney_bean,pinto_bean		12642	23857					
24022		bicycle_path		16193	12335	12834				
24023		bisexual		24024	8998					
24024		bisexuality		14164		12879				
24025		bit_(horse)		15459	15666	14897				
24026		bleat,baa		16728	16950	8993				
24027		Bliss_fanatic		24105	12857					
24028		blood_vessel		24296	12861					
24029		blush		14138		8993				
24030		body_brace,corset		12355	25528	12870	9009			
24031		body_fluid		18209	12870					
24032		body_hair		14660	12870					
24033		body_part		15972	12870					
24034		body_temperature		17520	12870					
24035		bolt_(horse)		14897		13632	8993			
24036		bomb,explosive	Y	14132	9009					
24037		bow	Y	13627	9009					
24038		bridle,headstall		24143	24196	9009				
24039		bus_lane		16193	12335	13089				
24040		bus_station		24284	13089					
24041		bus_stop,bus_bay		24214	13089					
24042		cable_car		13934	25401					
24043		cancer		16164	21540	24934				
24044		canter		24319	14947	8993				
24047		celibacy_(religious)		12326	16483					
24048		ceramics,pottery		13431	15672					
24049		certain,sure		15474	13868	8998				
24050		chairlift		16165	25401					
24051		chairman	Y	15182						
24052		challenge		15928	13135	12334				
24053		charm		24210	16225					
24054		charming		24053	8998					
24055		checked		15671	24904	8998				
24056		chest_hair		14660	13161					
24057		child_care		23056	13166					
24058		child_harness,walking_reins		24143	13166					
24059		Children's_Day		13639	13166					
24060		chirp,twitter		16728	12837	8993				
24061		circus		16970	13365		17523			
24062		clean		15474	17236	8998				
24063		cloakroom,walk-in_closet		16687	13366					
24064		cloudberry		16463	17472					
24065		cold,common_cold		16164	18209	15732				
24066		common,mutual,shared		14685	17746	8998				
24067		commuter_train		17767	12610					
24068		conductive_education		13908	12374	21589				
24069		conductor_(teacher,therapist)		16161	24068					
24070		constipation_(1)		12884	13935					
24071		constipation_(2)		16164	12884	13935				
24072		constitution		16194	13423					
24073		croak_(frog)		16728	14402	8993				
24074		crown_prince		23622	14417					
24075		crown_princess		23623	14417					
24076		cuddle		14909	14164	8993				
24077		cure		13665	16164	8993				
24078		dancing_therapy		21589	13631					
24079		decoration,ornament		24003	12645	9009				
24080		democracy_(country)		13423	15196	13175				
24082		devoted		24084	8998					
24083		devotee,fan		16161	24084					
24084		devotion		14164	14930					
24085		diarrhea,diarrhoea		16164	12884	14947				
24086		domestic		14932	13423	8998				
24087		dotted		15671	13867	8998				
24088		drying_cupboard,airing_cupboard		13622	23857	13365				
24089		drying_room,drying_chamber		16687	23857	13365				
24090		dump,dispose		18043	8993					
24091		elbow_splint		12355	25528	13916	9009			
24092		voter,elector		16161	13178					
24093		electorate		24093	9011					
24094		endangered		13632	13665	8997				
24095		Epiphany		14114	15908	14969				
24096		escalator,moving_stairs		17247	20524					
24097		Estonia		13423	17210					
24098		existence,being_(1)	Y	15206	18278					
24099		experiment		24893	8993					
24100		exploded		14132	8996					
24101		explosive		14132	8997					
24102		facial_hair		14660	14138					
24103		Family_Day		13639	20572					
24104		fan_(machine)		15406	18255					
24105		fanatic		24084	14947	8998				
24106		fanatic_(person)		24083	14947					
24107		farrier		16161	24155					
24108		Father's_Day		13639	14157					
24109		fee		15484		12335				
24110		fertilized		13395	8996					
24111		few,little		15742	15221	8998				
24112		fever,temperature		24034	14711					
24113		financial_support		14704	18267	15484				
24114		fingernail,nail		16420	14180					
24115		fish_(dried)		14190	23857					
24116		flower_(dried)		14205	23857					
24117		flu,influenza		16164	12870	14947				
24118		foreign		15942	13423	8998				
24119		fort,fortress		23437	18036					
24120		foundation,base,fundament	Y							
24121		fruit_(dried)		14405	23857					
24122		fundamental,basic		24120	8998					
24123		fundamental_law		23132	24122					
24124		fundamental_rule		14461	24122					
24125		fundamentalism		12660	24122					
24126		fundamentalism_(religious)		16483	24122					
24127		fundamentalist		16161	24125					
24128		fundamentalist_(religious)		16161	24126					
24129		gallop		24901	8993					
24130		gelding		24282						
24131		general		14430	8998					
24132		girth,cinch		15216	18029	14897	9009			
24133		glacier		14919	16677					
24134		glass_craft		13431	14442					
24135		glow		15208	14183	13935				
24136		glow		24135	8993					
24137		groom_(horse)		16161	18274	16419	14897			
24138		groom_(horse)		24158	8993					
24139		growl_(dog)		16728	15928	12380	8993			
24140		grunt_(pig)		16728	16175	8993				
24141		hair_drier,blow_dryer		17755	23857	14660				
24142		hand_splint		12355	14973	14667	9009			
24143		harness		14647	15216	13380	9009			
24144		harness		24143	8993	9009				
24145		harness_(horse)		24143	14897	9009				
24146		harness_(horse)		24143	14897	8993	9009			
24147		hay		14636	23857					
24148		heal		12648	14691	8993				
24149		Heaven,Kingdom_of_God		18278	14451					
24150		hibernation		17008						
24151		hiss_(cat)		16728	15928	12383	8993			
24152		hitch,tie_up,fix_up		14154	12378	8993				
24153		homosexual		24154	8998					
24154		homosexuality		14164	25541					
24155		hoof	Y	14897	26059					
24156		hoof_pick		17755	24155					
24157		horse_box,stall		16687	14897					
24158		horse_brush,body_brush		12913	14897					
24159		horse_cloth		13365	16420	14897				
24160		horse_droppings		18043	14897					
24161		horse_trailer,horsebox		25624	14897					
24162		horsehair		13365	14660	14897				
24163		horseshoe		16420	24155					
24164		horseshoe_nail		16181	24163					
24165		Hungary		13423	12902	13902	18224			
24166		hurry,rush		17732	21323					
24167		hurry,rush		24166	8993					
24168		hurry_(in_a),hurried,rushed		24166	8998					
24169		hydrotherapy		21589	12335	18209				
24170		ice_field		15671	14919					
24171		iceberg		15663	14919					
24172		independent		12322	16752	8998				
24173		invisible		15474	15449	8998				
24175		jaguar		12378	14647	17236				
24176		kidney	Y							
24177		knot		13380	23958	9009				
24178		Lent		15212	12656	13903				
24179		liberation		13135	14396					
24180		linear_thing_(horizontal),bar	Y		9009					
24181		long_time		15212	15229	8998				
24182		lower_body		17969	18029					
24183		make_sign_of_the_cross		24265	8993					
24184		mane_(horse)		14660	25571					
24185		manure,fertilizer		12339	14649	9009				
24186		mare		14897	14165					
24187		meat_(dried),dried_meat		15444	23857					
24188		medical_treatment,medical_care		14704	15446					
24189		menstrual_blood		12861	17994					
24190		metal_craft		13431	15459					
24191		mew,meow		16728	12383	8993				
24192		minister_(government)		15182	13423					
24193		monarchy		13423	24250					
24194		moo,bellow		16728	13430	8993				
24195		Mother's_Day		13639	15662					
24196		muzzle	Y	14897	26059					
24197		nature_craft		13431	16196					
24198		navel	Y	26041	26059					
24199		neigh,whinny		16728	14897	8993				
24200		occupational_therapy		21589	12335					
24201		occupational_therapy_room		16687	24200					
24202		organ_(body)_(OLD)		14430	24176					
24203		paddock		13934	14173	15221				
24204		paper_craft		13431	15962					
24205		parachute_harness		24143	22105	9009				
24206		parking_lot		16193	18010					
24207		passport		12875	24926	17772				
24208		pasture,enclosed_field		13934	14173					
24209		pavement,sidewalk		24214	18031					
24210		personality	Y	26059	16161					
24211		physiotherapy		21589	20517					
24212		physiotherapy_room		16687	24211					
24213		placenta_(OLD)		24202	14377	14170				
24214		platform,stage	Y							
24215		politician		16161	24216					
24216		politics	Y	22913	16728					
24217		pram_straps,safety_harness		24143	12603	9009				
24218		preceding,previous,former,earlier		14187	12656	8998				
24219		prescription		15962	15448					
24220		president		24051	13423					
24221		prime_minister		15182	13423	14187				
24222		program,programme		15962	16194	14417				
24223		protected,saved		16420	8996					
24224		protection_of_the_environment		16420	13942					
24225		prune		16208	23857					
24226		psychology_room		16687	24818					
24227		public_transport		14430	13089					
24228		purr_(cat)		16728	14164	12383	8993			
24230		rack,single-foot		14897	14923	8993				
24231		raisin(s),currant(s)		14635	23857					
24232		rash_(skin)		14647	13867	12870				
24233		reclaim_(marshes_etc)		23857	13901	8993				
24234		religious_fanatic		24105	16483					
24235		religious_fanatic_(God_based)		24105	20561					
24236		repair_room		16687	14192					
24237		repair_shop		14905	14192					
24238		republic		13423	15182	13175				
24239		respirator		15406	12900					
24240		responsibility	Y	13401	13675					
24241		responsible		24240	8998					
24242		Resurrection_of_Christ		21316	14969					
24243		riding_boots		12876	14897					
24244		riding_clothes		13366	14897					
24245		riding_instructor		17513	14897					
24246		riding_school,manege		16193	15162	14897				
24247		road_(2)		16193	12335	18010				
24248		roar_(lion)		16728	15217	8993				
24249		rotation,circulation,orbit,lap,circle,round	Y							
24250		royal		22618	8998					
24251		royal_family		20572	24250					
24252		saddle_pad,saddle_blanket		13365	22839					
24253		salvation_(religious)		24179	20562					
24254		scabies		14943	17001	9011				
24255		seat_belt		24143	18010	9009				
24256		service_(help)		12335	14440	14704				
24257		sexual_activity		12335	14428					
24258		sexual_aid		12355		9009				
24259		sexual_play		16200	14428					
